Outcome,Week End,Age Group,Unvaccinated Rate,Vaccinated Rate,Boosted Rate,Crude Vaccinated Ratio,Crude Boosted Ratio,Age-Adjusted Unvaccinated Rate,Age-Adjusted Vaccinated Rate,Age-Adjusted Boosted Rate,Age-Adjusted Vaccinated Ratio,Age-Adjusted Boosted Ratio,Population Unvaccinated,Population Vaccinated,Population Boosted,Outcome Unvaccinated,Outcome Vaccinated,Outcome Boosted,Age Group Min,Age Group Max
Cases,05/08/2021,All,168.1,15.1,,11.1,,183.1,11.3,,16.2,,1424938,828683,,2395,125,,999,999
Hospitalizations,10/16/2021,12-17,3.1,0.0,,,,,,,,,64429,98808,,2,0,,12,17
Cases,06/26/2021,65-79,12.6,1.1,,11.5,,,,,,,71608,187689,,9,2,,65,79
Cases,03/05/2022,All,54.2,27.3,39.8,2.0,1.4,58.7,26.3,33.2,2.2,1.8,657102,913325,904798,356,249,360,999,999
Hospitalizations,09/10/2022,50-64,49.0,4.8,8.9,10.2,5.5,,,,,,36744,125854,248346,18,6,22,50,64
Cases,02/12/2022,12-17,182.0,83.6,36.0,2.2,5.1,,,,,,39559,96927,22224,72,81,8,12,17
Hospitalizations,01/29/2022,5-11,1.8,0.0,,,,,,,,,113202,60530,,2,0,,5,11
Cases,09/10/2022,12-17,289.0,105.0,122.7,2.8,2.4,,,,,,33565,86668,44824,97,91,55,12,17
Deaths,08/28/2021,18-29,0.0,0.0,,,,,,,,,197485,287970,,0,0,,18,29
Cases,05/15/2021,50-64,186.1,10.0,,18.6,,,,,,,136462,220885,,254,22,,50,64
Cases,07/31/2021,All,111.2,51.7,,2.2,,123.6,41.9,,2.9,,1139864,1406339,,1268,727,,999,999
Cases,05/01/2021,65-79,150.4,16.2,,9.3,,,,,,,85114,154241,,128,25,,65,79
Deaths,11/20/2021,30-49,1.6,0.0,0.0,,,,,,,,187172,507104,64960,3,0,0,30,49
Deaths,07/10/2021,80+,9.2,0.0,,,,,,,,,32595,52228,,3,0,,80,200
Deaths,04/23/2022,50-64,0.0,0.0,0.0,,,,,,,,41053,136599,233081,0,0,0,50,64
Hospitalizations,05/01/2021,30-49,26.4,0.8,,33.0,,,,,,,359864,242169,,95,2,,30,49
Hospitalizations,05/08/2021,All,20.1,2.4,,8.4,,27.2,1.5,,18.5,,1424938,828683,,286,20,,999,999
Cases,10/15/2022,0-4,46.1,1.8,,25.6,,,,,,,162642,,,75,3,,0,4
Hospitalizations,10/08/2022,All,9.0,4.0,7.4,2.2,1.2,12.9,6.6,5.1,2.0,2.5,575950,844029,1051077,52,34,78,999,999
Hospitalizations,10/01/2022,12-17,3.0,0.0,2.2,,1.4,,,,,,33229,86168,45576,1,0,1,12,17
Hospitalizations,09/24/2022,5-11,2.2,0.0,0.0,,,,,,,,92551,83199,19196,2,0,0,5,11
Cases,04/03/2021,18-29,312.1,48.6,,6.4,,,,,,,387010,47341,,1208,23,,18,29
Hospitalizations,08/20/2022,80+,94.0,94.8,65.5,1.0,1.4,,,,,,25524,11600,47351,24,11,31,80,200
Hospitalizations,09/17/2022,50-64,16.5,5.6,5.2,2.9,3.2,,,,,,36423,125690,248583,6,7,13,50,64
Cases,05/22/2021,All,110.5,11.0,,10.0,,122.1,7.9,,15.6,,1328257,1017597,,1468,112,,999,999
Deaths,01/08/2022,All,14.4,5.7,2.2,2.5,6.5,20.6,7.7,1.2,2.7,17.6,761521,1062814,646101,110,61,14,999,999
Deaths,04/10/2021,50-64,5.4,0.0,,,,,,,,,204926,81843,,11,0,,50,64
Deaths,06/18/2022,65-79,0.0,0.0,0.0,,,,,,,,44594,46836,168262,0,0,0,65,79
Cases,01/08/2022,50-64,3873.8,1568.8,1106.9,2.5,3.5,,,,,,51655,195250,162528,2001,3063,1799,50,64
Cases,10/29/2022,18-29,166.1,50.7,70.9,3.3,2.3,,,,,,89119,211145,160759,148,107,114,18,29
Cases,01/01/2022,All,2456.3,1833.0,1067.0,1.3,2.3,2790.4,1667.4,916.4,1.7,3.0,787093,1108886,591654,19333,20326,6313,999,999
Cases,10/08/2022,All,116.7,61.3,92.8,1.9,1.3,137.1,62.7,83.6,2.2,1.6,575950,844029,1051077,672,517,975,999,999
Deaths,04/09/2022,30-49,0.0,0.0,0.0,,,,,,,,126336,291399,329899,0,0,0,30,49
Cases,11/19/2022,5-11,132.2,121.6,143.8,1.1,0.9,,,,,,90798,79739,24338,120,97,35,5,11
Deaths,12/25/2021,30-49,3.0,0.0,0.0,,,,,,,,167171,407421,177656,5,0,0,30,49
Hospitalizations,05/08/2021,50-64,68.1,4.0,,17.0,,,,,,,143879,197956,,98,8,,50,64
Cases,06/04/2022,0-4,193.1,,,,,,,,,,162642,,,314,,,0,4
Cases,07/02/2022,80+,132.1,147.7,234.4,0.9,0.6,,,,,,25739,12190,46510,34,18,109,80,200
Cases,09/24/2022,0-4,54.7,1.2,,45.6,,,,,,,162642,,,89,2,,0,4
Deaths,04/03/2021,80+,19.2,0.0,,,,,,,,,41587,26704,,8,0,,80,200
Deaths,07/16/2022,All,1.0,0.1,0.5,10.0,2.0,0.9,0.3,0.3,3.4,2.8,612141,863767,1005900,6,1,5,999,999
Deaths,03/19/2022,80+,7.6,21.1,0.0,0.4,,,,,,,26403,14197,43541,2,3,0,80,200
Cases,05/21/2022,All,311.3,223.1,353.1,1.4,0.9,353.6,208.4,383.2,1.7,0.9,633874,888713,969682,1973,1983,3424,999,999
Hospitalizations,10/02/2021,12-17,1.5,0.0,,,,,,,,,66940,94894,,1,0,,12,17
Hospitalizations,05/21/2022,18-29,10.9,1.4,3.4,7.8,3.2,,,,,,100568,216215,148394,11,3,5,18,29
Deaths,10/29/2022,All,0.0,0.7,0.4,0.0,0.0,0.0,1.7,0.2,0.0,0.0,562899,840520,1064024,0,6,4,999,999
Deaths,12/25/2021,65-79,45.2,12.6,3.3,3.6,13.7,,,,,,50884,87029,121016,23,11,4,65,79
Cases,10/29/2022,5-11,113.7,86.6,111.7,1.3,1.0,,,,,,91506,81987,21494,104,71,24,5,11
Deaths,01/01/2022,All,9.0,2.6,1.4,3.5,6.4,13.3,3.4,0.7,3.9,19.2,787093,1108886,591654,71,29,8,999,999
Cases,06/11/2022,65-79,178.9,146.5,176.9,1.2,1.0,,,,,,44729,47083,167846,80,69,297,65,79
Deaths,05/08/2021,30-49,1.4,0.0,,,,,,,,,345496,291198,,5,0,,30,49
Hospitalizations,09/18/2021,50-64,75.1,3.6,,20.9,,,,,,,79923,329562,,60,12,,50,64
Deaths,06/26/2021,50-64,1.8,0.3,,6.0,,,,,,,108830,297533,,2,1,,50,64
Deaths,06/18/2022,30-49,0.0,0.4,0.0,0.0,,,,,,,122507,283673,341278,0,1,0,30,49
Hospitalizations,05/14/2022,30-49,12.1,5.6,4.2,2.2,2.9,,,,,,124280,287263,336150,15,16,14,30,49
Hospitalizations,08/21/2021,65-79,43.1,7.7,,5.6,,,,,,,64960,195884,,28,15,,65,79
Cases,12/25/2021,80+,518.6,796.9,268.5,0.7,1.9,,,,,,27383,22839,33889,142,182,91,80,200
Cases,12/03/2022,5-11,167.0,121.7,143.8,1.4,1.2,,,,,,90442,78035,26418,151,95,38,5,11
Deaths,06/26/2021,18-29,0.0,0.0,,,,,,,,,231804,251315,,0,0,,18,29
Hospitalizations,11/06/2021,12-17,0.0,0.0,,,,,,,,,61769,103245,,0,0,,12,17
Hospitalizations,01/08/2022,30-49,95.6,28.3,10.6,3.4,9.0,,,,,,155859,363546,225964,149,103,24,30,49
Cases,09/04/2021,80+,65.0,55.9,,1.2,,,,,,,30763,53643,,20,30,,80,200
Cases,04/02/2022,30-49,88.3,51.3,142.6,1.7,0.6,,,,,,126802,292392,328268,112,150,468,30,49
Cases,07/30/2022,80+,148.4,235.7,251.2,0.6,0.6,,,,,,25611,11877,46972,38,28,118,80,200
Deaths,03/12/2022,5-11,0.0,0.0,,,,,,,,,102653,88291,,0,0,,5,11
Cases,05/01/2021,All,200.9,20.8,,9.7,,216.6,16.2,,13.4,,1464380,715366,,2942,149,,999,999
Deaths,06/11/2022,12-17,0.0,0.0,0.0,,,,,,,,35175,93596,36516,0,0,0,12,17
Cases,01/15/2022,5-11,1183.1,1247.9,,0.9,,,,,,,123151,51288,,1457,640,,5,11
Cases,01/15/2022,30-49,1356.4,807.5,761.8,1.7,1.8,,,,,,148997,349211,242324,2021,2820,1846,30,49
Deaths,09/18/2021,65-79,12.9,0.5,,25.8,,,,,,,62118,195355,,8,1,,65,79
Deaths,11/27/2021,5-11,0.0,0.0,,,,,,,,,159895,4,,0,0,,5,11
Cases,08/06/2022,18-29,397.1,148.8,231.8,2.7,1.7,,,,,,96950,212367,154863,385,316,359,18,29
Deaths,06/25/2022,50-64,0.0,0.0,0.4,,0.0,,,,,,38785,130653,241692,0,0,1,50,64
Hospitalizations,04/24/2021,18-29,9.2,1.2,,7.7,,,,,,,304389,84616,,28,1,,18,29
Deaths,09/25/2021,50-64,7.7,0.3,,25.7,,,,,,,78107,330996,,6,1,,50,64
Deaths,10/01/2022,18-29,1.1,0.0,0.0,,,,,,,,93054,211220,158219,1,0,0,18,29
Hospitalizations,10/01/2022,80+,39.8,79.5,64.8,0.5,0.6,,,,,,25127,11319,47825,10,9,31,80,200
Hospitalizations,10/29/2022,0-4,2.5,0.0,,,,,,,,,162642,,,4,0,,0,4
Hospitalizations,09/04/2021,80+,29.3,28.0,,1.0,,,,,,,30763,53643,,9,15,,80,200
Deaths,10/02/2021,12-17,0.0,0.0,,,,,,,,,66940,94894,,0,0,,12,17
Deaths,04/23/2022,5-11,0.0,0.0,,,,,,,,,100092,94915,,0,0,,5,11
Cases,02/26/2022,50-64,149.6,23.2,35.6,6.4,4.2,,,,,,43451,146350,219227,65,34,78,50,64
Hospitalizations,08/21/2021,18-29,9.9,0.4,,24.8,,,,,,,201587,284925,,20,1,,18,29
Hospitalizations,08/21/2021,30-49,22.6,1.9,,11.9,,,,,,,243649,513686,,55,10,,30,49
Hospitalizations,12/11/2021,18-29,21.0,1.0,0.0,21.0,,,,,,,152176,292306,36764,32,3,0,18,29
Cases,09/24/2022,80+,118.7,105.4,127.9,1.1,0.9,,,,,,25279,11384,47681,30,12,61,80,200
Deaths,07/17/2021,30-49,0.0,0.0,,,,,,,,,271581,492444,,0,0,,30,49
Deaths,01/29/2022,18-29,0.9,0.0,0.0,,,,,,,,116289,230544,110960,1,0,0,18,29
Cases,05/21/2022,80+,142.4,193.7,275.1,0.7,0.5,,,,,,25977,12905,45432,37,25,125,80,200
Deaths,04/16/2022,All,0.5,0.0,0.1,,5.0,0.8,0.0,0.1,,15.2,642673,901069,947510,3,0,1,999,999
Hospitalizations,03/19/2022,18-29,6.7,1.4,1.4,4.8,4.8,,,,,,104609,220048,140124,7,3,2,18,29
Hospitalizations,04/30/2022,65-79,26.3,12.1,9.2,2.2,2.9,,,,,,45640,49755,163708,12,6,15,65,79
Cases,06/26/2021,All,15.2,4.2,,3.6,,16.6,3.2,,5.1,,1213627,1297411,,184,54,,999,999
Cases,04/03/2021,50-64,227.3,20.7,,11.0,,,,,,,232284,67580,,528,14,,50,64
Hospitalizations,11/13/2021,65-79,41.5,14.3,1.8,2.9,23.1,,,,,,55405,147078,57134,23,21,1,65,79
Hospitalizations,05/01/2021,50-64,63.5,2.4,,26.5,,,,,,,152777,168618,,97,4,,50,64
Cases,03/19/2022,18-29,80.3,32.7,69.2,2.5,1.2,,,,,,104609,220048,140124,84,72,97,18,29
Cases,06/25/2022,65-79,231.6,152.7,177.8,1.5,1.3,,,,,,44476,46499,168764,103,71,300,65,79
Cases,01/22/2022,5-11,635.1,869.8,,0.7,,,,,,,117768,56222,,748,489,,5,11
Cases,07/17/2021,50-64,58.7,12.9,,4.6,,,,,,,102228,310734,,60,40,,50,64
Cases,03/12/2022,5-11,45.8,48.7,,0.9,,,,,,,102653,88291,,47,43,,5,11
Deaths,03/05/2022,65-79,4.3,5.5,0.6,0.8,7.2,,,,,,46883,54131,157620,2,3,1,65,79
Hospitalizations,07/03/2021,18-29,0.9,0.4,,2.2,,,,,,,228443,258861,,2,1,,18,29
Cases,11/13/2021,All,230.8,95.8,24.5,2.4,9.4,257.8,78.2,21.5,3.3,12.0,909406,1432006,171110,2099,1372,42,999,999
Cases,08/13/2022,50-64,522.0,141.4,212.6,3.7,2.5,,,,,,37356,127262,246453,195,180,524,50,64
Deaths,03/05/2022,50-64,2.3,0.0,0.0,,,,,,,,43098,144500,222012,1,0,0,50,64
Hospitalizations,06/25/2022,0-4,6.8,,,,,,,,,,162642,,,11,,,0,4
Cases,01/01/2022,30-49,3247.6,2010.2,1288.7,1.6,2.5,,,,,,162704,382554,205093,5284,7690,2643,30,49
Hospitalizations,04/02/2022,18-29,1.9,0.0,0.7,,2.7,,,,,,103507,219321,142636,2,0,1,18,29
Cases,06/04/2022,30-49,337.0,171.3,357.0,2.0,0.9,,,,,,123155,284820,339518,415,488,1212,30,49
Hospitalizations,05/21/2022,65-79,37.6,35.1,16.9,1.1,2.2,,,,,,45158,48434,165798,17,17,28,65,79
Deaths,10/02/2021,All,3.0,0.3,,10.0,,4.2,0.2,,17.1,,1001205,1518012,,30,5,,999,999
Deaths,06/05/2021,18-29,0.0,0.0,,,,,,,,,245098,221944,,0,0,,18,29
Cases,07/30/2022,5-11,153.1,124.1,90.1,1.2,1.7,,,,,,95392,88660,11104,146,110,10,5,11
Hospitalizations,08/14/2021,30-49,23.7,1.2,,19.8,,,,,,,249090,510012,,59,6,,30,49
Hospitalizations,11/19/2022,65-79,25.6,19.8,23.0,1.3,1.1,,,,,,39041,40500,177959,10,8,41,65,79
Cases,08/07/2021,80+,44.2,30.1,,1.5,,,,,,,31663,53182,,14,16,,80,200
Deaths,04/03/2021,65-79,5.7,1.1,,5.2,,,,,,,104370,93156,,6,1,,65,79
Cases,09/25/2021,30-49,201.2,70.1,,2.9,,,,,,,217740,533823,,438,374,,30,49
Cases,08/14/2021,12-17,172.9,39.4,,4.4,,,,,,,84445,70986,,146,28,,12,17
Deaths,03/12/2022,18-29,1.0,0.0,0.0,,,,,,,,105248,220357,138440,1,0,0,18,29
Cases,10/16/2021,30-49,162.0,57.7,,2.8,,,,,,,204903,540770,,332,312,,30,49
Hospitalizations,06/04/2022,18-29,11.0,3.2,3.3,3.4,3.3,,,,,,99821,215425,149744,11,7,5,18,29
Deaths,05/29/2021,80+,17.6,2.0,,8.8,,,,,,,34175,48863,,6,1,,80,200
Hospitalizations,11/26/2022,0-4,0.6,0.0,,,,,,,,,162642,,,1,0,,0,4
Deaths,07/17/2021,80+,3.1,0.0,,,,,,,,,32408,52503,,1,0,,80,200
Hospitalizations,01/22/2022,50-64,175.5,32.5,16.2,5.4,10.8,,,,,,47867,175174,184631,84,57,30,50,64
Cases,11/27/2021,30-49,340.4,117.3,56.1,2.9,6.1,,,,,,184213,491151,83845,627,576,47,30,49
Deaths,06/18/2022,12-17,0.0,0.0,0.0,,,,,,,,35058,93253,36961,0,0,0,12,17
Cases,06/25/2022,80+,182.4,154.6,224.2,1.2,0.8,,,,,,25772,12286,46381,47,19,104,80,200
Cases,09/24/2022,12-17,177.0,66.0,75.1,2.7,2.4,,,,,,33329,86395,45248,59,57,34,12,17
Cases,02/12/2022,80+,101.5,109.4,97.9,0.9,1.0,,,,,,26614,15536,41889,27,17,41,80,200
Cases,06/12/2021,65-79,32.6,10.4,,3.1,,,,,,,73679,183452,,24,19,,65,79
Deaths,11/19/2022,65-79,0.0,0.0,0.0,,,,,,,,39041,40500,177959,0,0,0,65,79
Hospitalizations,08/07/2021,30-49,14.9,1.0,,14.9,,,,,,,254666,506291,,38,5,,30,49
Deaths,10/16/2021,18-29,0.6,0.0,,,,,,,,,174287,308570,,1,0,,18,29
Deaths,06/19/2021,50-64,7.2,0.0,,,,,,,,,111678,289939,,8,0,,50,64
Cases,11/27/2021,50-64,416.9,86.8,29.7,4.8,14.0,,,,,,63084,286883,63992,263,249,19,50,64
Deaths,04/24/2021,30-49,1.0,0.0,,,,,,,,,381558,196215,,4,0,,30,49
Hospitalizations,12/11/2021,12-17,8.9,0.9,0.0,9.9,,,,,,,55908,107404,459,5,1,0,12,17
Deaths,05/08/2021,18-29,0.7,0.0,,,,,,,,,277530,130784,,2,0,,18,29
Deaths,08/06/2022,5-11,0.0,0.0,0.0,,,,,,,,94887,87882,12140,0,0,0,5,11
Hospitalizations,11/13/2021,50-64,49.7,4.5,0.0,11.0,,,,,,,66350,310578,37372,33,14,0,50,64
Deaths,05/01/2021,65-79,9.4,0.6,,15.7,,,,,,,85114,154241,,8,1,,65,79
Cases,10/29/2022,65-79,166.9,141.8,131.1,1.2,1.3,,,,,,40142,41618,176238,67,59,231,65,79
Hospitalizations,06/05/2021,18-29,2.4,0.5,,4.8,,,,,,,245098,221944,,6,1,,18,29
Cases,09/04/2021,30-49,275.8,92.8,,3.0,,,,,,,232093,521387,,640,484,,30,49
Cases,05/07/2022,12-17,435.6,213.3,381.8,2.0,1.1,,,,,,35810,95149,34308,156,203,131,12,17
Cases,06/12/2021,12-17,20.5,0.0,,,,,,,,,117352,14144,,24,0,,12,17
Deaths,09/17/2022,50-64,2.7,0.0,0.0,,,,,,,,36423,125690,248583,1,0,0,50,64
Cases,10/22/2022,12-17,179.6,46.9,49.1,3.8,3.7,,,,,,32844,85217,46799,59,40,23,12,17
Deaths,08/27/2022,30-49,0.0,0.0,0.0,,,,,,,,119534,278552,348673,0,0,0,30,49
Hospitalizations,11/06/2021,All,12.3,4.3,4.9,2.9,2.5,18.3,3.7,2.5,5.0,7.3,945080,1471741,121799,116,64,6,999,999
Cases,06/19/2021,12-17,15.8,0.0,,,,,,,,,113750,24959,,18,0,,12,17
Hospitalizations,04/03/2021,All,14.1,2.9,,4.9,,16.9,1.7,,10.2,,1821139,342781,,256,10,,999,999
Hospitalizations,01/15/2022,30-49,59.7,18.6,14.4,3.2,4.1,,,,,,148997,349211,242324,89,65,35,30,49
Hospitalizations,04/10/2021,12-17,2.3,,,,,,,,,,177465,,,4,,,12,17
Cases,05/21/2022,65-79,230.3,175.5,233.4,1.3,1.0,,,,,,45158,48434,165798,104,85,387,65,79
Cases,09/03/2022,30-49,256.5,112.2,157.8,2.3,1.6,,,,,,119298,278143,349240,306,312,551,30,49
Cases,03/05/2022,30-49,65.5,21.5,51.3,3.0,1.3,,,,,,129674,297227,317590,85,64,163,30,49
Cases,10/09/2021,12-17,236.2,16.5,,14.3,,,,,,,65633,97127,,155,16,,12,17
Cases,08/13/2022,80+,140.9,265.4,292.1,0.5,0.5,,,,,,25550,11682,47239,36,31,138,80,200
Hospitalizations,06/25/2022,65-79,33.7,25.8,16.6,1.3,2.0,,,,,,44476,46499,168764,15,12,28,65,79
Hospitalizations,09/24/2022,50-64,38.8,10.4,7.6,3.7,5.1,,,,,,36063,125491,248947,14,13,19,50,64
Cases,12/18/2021,30-49,1496.6,818.8,554.5,1.8,2.7,,,,,,170920,432930,149494,2558,3545,829,30,49
Cases,11/27/2021,65-79,219.3,81.9,20.6,2.7,10.6,,,,,,53807,123356,82328,118,101,17,65,79
Deaths,01/15/2022,5-11,0.0,0.0,,,,,,,,,123151,51288,,0,0,,5,11
Hospitalizations,05/01/2021,All,21.5,2.9,,7.4,,28.1,1.8,,15.7,,1464380,715366,,315,21,,999,999
Cases,08/20/2022,80+,176.3,258.6,219.6,0.7,0.8,,,,,,25524,11600,47351,45,30,104,80,200
Cases,11/20/2021,30-49,386.8,144.0,40.0,2.7,9.7,,,,,,187172,507104,64960,724,730,26,30,49
Deaths,10/09/2021,12-17,0.0,0.0,,,,,,,,,65633,97127,,0,0,,12,17
Cases,07/30/2022,18-29,358.7,143.8,236.6,2.5,1.5,,,,,,97306,212732,154269,349,306,365,18,29
Deaths,11/13/2021,All,1.8,1.0,0.6,1.8,3.0,2.8,1.0,0.2,2.9,16.8,909406,1432006,171110,16,15,1,999,999
Hospitalizations,07/10/2021,18-29,2.2,0.4,,5.5,,,,,,,225640,264259,,5,1,,18,29
Cases,01/01/2022,5-11,2036.4,1482.9,,1.4,,,,,,,136959,44506,,2789,660,,5,11
Cases,11/26/2022,30-49,196.9,66.2,104.3,3.0,1.9,,,,,,108150,273558,361603,213,181,377,30,49
Deaths,05/08/2021,80+,36.4,2.2,,16.5,,,,,,,35698,44781,,13,1,,80,200
Cases,12/03/2022,0-4,127.9,2.5,,51.2,,,,,,,162642,,,208,4,,0,4
Cases,04/10/2021,80+,102.8,29.3,,3.5,,,,,,,39869,30696,,41,9,,80,200
Hospitalizations,10/16/2021,All,11.5,3.1,,3.7,,18.1,2.5,,7.4,,979692,1515069,,113,47,,999,999
Deaths,06/25/2022,30-49,0.0,0.4,0.3,0.0,0.0,,,,,,122258,283123,342096,0,1,1,30,49
Cases,10/22/2022,30-49,151.7,62.0,82.4,2.4,1.8,,,,,,112753,275920,355749,171,171,293,30,49
Hospitalizations,03/19/2022,50-64,11.8,2.8,0.9,4.2,13.1,,,,,,42445,141486,226325,5,4,2,50,64
Cases,11/13/2021,30-49,306.4,113.0,35.8,2.7,8.6,,,,,,190936,521079,47495,585,589,17,30,49
Cases,10/15/2022,50-64,297.3,65.3,104.7,4.6,2.8,,,,,,34643,124096,251117,103,81,263,50,64
Hospitalizations,06/26/2021,All,2.6,0.7,,3.7,,3.4,0.5,,6.3,,1213627,1297411,,32,9,,999,999
Deaths,04/09/2022,All,0.2,0.3,0.2,0.7,1.0,0.2,0.6,0.1,0.3,1.8,644745,903644,942225,1,3,2,999,999
Hospitalizations,10/15/2022,0-4,4.3,0.0,,,,,,,,,162642,,,7,0,,0,4
Hospitalizations,11/19/2022,0-4,4.9,0.0,,,,,,,,,162642,,,8,0,,0,4
Hospitalizations,08/13/2022,All,15.3,9.0,12.2,1.7,1.3,20.0,11.8,8.1,1.7,2.5,599768,853180,1023162,92,77,125,999,999
Hospitalizations,07/16/2022,50-64,36.6,12.4,11.1,3.0,3.3,,,,,,38211,129368,243548,14,16,27,50,64
Cases,10/23/2021,50-64,202.1,46.5,29.8,4.3,6.8,,,,,,71255,329366,13414,144,153,4,50,64
Hospitalizations,04/03/2021,65-79,43.1,5.4,,8.0,,,,,,,104370,93156,,45,5,,65,79
Hospitalizations,01/22/2022,80+,290.1,284.8,70.8,1.0,4.1,,,,,,26887,17556,39574,78,50,28,80,200
Hospitalizations,02/05/2022,5-11,0.0,0.0,,,,,,,,,110193,64951,,0,0,,5,11
Cases,01/01/2022,12-17,2607.1,1808.2,626.6,1.4,4.2,,,,,,51896,109775,1915,1353,1985,12,12,17
Cases,10/16/2021,65-79,115.2,41.2,,2.8,,,,,,,59037,184451,,68,76,,65,79
Cases,06/25/2022,0-4,174.6,,,,,,,,,,162642,,,284,,,0,4
Cases,02/19/2022,50-64,159.2,42.1,48.9,3.8,3.3,,,,,,43974,149587,214789,70,63,105,50,64
Hospitalizations,04/09/2022,18-29,3.9,0.0,2.1,,1.9,,,,,,103003,218807,143727,4,0,3,18,29
Cases,08/14/2021,30-49,285.4,119.4,,2.4,,,,,,,249090,510012,,711,609,,30,49
Hospitalizations,10/09/2021,30-49,14.3,1.7,,8.4,,,,,,,209127,542294,,30,9,,30,49
Hospitalizations,06/04/2022,30-49,18.7,2.8,3.5,6.7,5.3,,,,,,123155,284820,339518,23,8,12,30,49
Cases,02/19/2022,12-17,106.0,43.4,61.4,2.4,1.7,,,,,,38696,96764,24441,41,42,15,12,17
Hospitalizations,03/05/2022,5-11,1.0,0.0,,,,,,,,,103363,85398,,1,0,,5,11
Deaths,08/27/2022,80+,11.8,17.3,0.0,0.7,,,,,,,25504,11553,47416,3,2,0,80,200
Hospitalizations,07/30/2022,65-79,52.5,28.9,19.9,1.8,2.6,,,,,,43834,45046,170818,23,13,34,65,79
Hospitalizations,01/15/2022,50-64,322.6,53.5,20.7,6.0,15.6,,,,,,49592,185039,173645,160,99,36,50,64
Deaths,08/06/2022,All,0.7,0.2,0.2,3.5,3.5,0.9,0.4,0.1,2.2,6.8,602581,854993,1018917,4,2,2,999,999
Cases,10/22/2022,5-11,82.9,96.2,94.4,0.9,0.9,,,,,,91725,82122,21185,76,79,20,5,11
Deaths,11/19/2022,All,0.5,0.1,0.2,5.0,2.5,0.4,0.3,0.1,1.3,3.0,551587,834332,1078438,3,1,2,999,999
Cases,10/23/2021,All,124.4,51.2,15.9,2.4,7.8,141.9,41.4,13.8,3.4,10.3,970527,1503357,69199,1207,769,11,999,999
Hospitalizations,04/23/2022,5-11,1.0,1.1,,0.9,,,,,,,100092,94915,,1,1,,5,11
Hospitalizations,08/20/2022,65-79,45.9,31.7,15.7,1.4,2.9,,,,,,43574,44192,172055,20,14,27,65,79
Hospitalizations,11/20/2021,50-64,74.4,6.0,0.0,12.4,,,,,,,64535,299155,50348,48,18,0,50,64
Hospitalizations,10/08/2022,65-79,12.0,28.1,13.8,0.4,0.9,,,,,,41701,42757,174379,5,12,24,65,79
Cases,08/28/2021,65-79,165.3,64.6,,2.6,,,,,,,64117,196507,,106,127,,65,79
Cases,12/04/2021,50-64,696.0,183.0,33.7,3.8,20.7,,,,,,61204,272163,80004,426,498,27,50,64
Hospitalizations,09/04/2021,65-79,41.0,7.1,,5.8,,,,,,,63381,196048,,26,14,,65,79
Deaths,10/08/2022,All,0.9,0.2,0.3,4.5,3.0,1.3,0.5,0.2,2.6,6.5,575950,844029,1051077,5,2,3,999,999
Deaths,08/21/2021,50-64,7.9,0.0,,,,,,,,,88937,322696,,7,0,,50,64
Hospitalizations,05/22/2021,80+,37.6,4.2,,9.0,,,,,,,34563,47660,,13,2,,80,200
Hospitalizations,11/27/2021,12-17,1.7,0.0,,,,,,,,,57802,106212,,1,0,,12,17
Deaths,09/11/2021,18-29,0.0,0.0,,,,,,,,,189414,294590,,0,0,,18,29
Deaths,10/29/2022,5-11,0.0,0.0,0.0,,,,,,,,91506,81987,21494,0,0,0,5,11
Deaths,04/16/2022,50-64,4.8,0.0,0.0,,,,,,,,41324,137442,231842,2,0,0,50,64
Hospitalizations,04/10/2021,65-79,52.2,3.7,,14.1,,,,,,,97753,108802,,51,4,,65,79
Hospitalizations,07/10/2021,All,2.9,0.7,,4.1,,3.5,0.5,,6.9,,1186856,1355719,,34,9,,999,999
Cases,10/22/2022,All,127.5,66.8,99.9,1.9,1.3,162.5,69.4,86.8,2.3,1.9,567009,841773,1059880,723,562,1059,999,999
Cases,05/15/2021,80+,56.9,15.1,,3.8,,,,,,,35131,46367,,20,7,,80,200
Deaths,04/03/2021,All,1.5,0.3,,5.0,,2.0,0.1,,19.5,,1821139,342781,,27,1,,999,999
Deaths,07/03/2021,80+,0.0,0.0,,,,,,,,,32751,51903,,0,0,,80,200
Deaths,07/09/2022,12-17,0.0,0.0,0.0,,,,,,,,34734,91991,38572,0,0,0,12,17
Deaths,01/22/2022,65-79,68.1,27.2,2.1,2.5,32.4,,,,,,48469,66191,143459,33,18,3,65,79
Hospitalizations,03/12/2022,80+,11.3,13.9,13.9,0.8,0.8,,,,,,26448,14388,43299,3,2,6,80,200
Deaths,06/18/2022,80+,0.0,0.0,4.3,,0.0,,,,,,25801,12385,46234,0,0,2,80,200
Hospitalizations,06/12/2021,12-17,1.7,0.0,,,,,,,,,117352,14144,,2,0,,12,17
Hospitalizations,09/17/2022,12-17,6.0,2.3,0.0,2.6,,,,,,,33449,86488,45081,2,2,0,12,17
Hospitalizations,05/01/2021,18-29,10.4,1.9,,5.5,,,,,,,288177,106599,,30,2,,18,29
Hospitalizations,10/09/2021,12-17,0.0,0.0,,,,,,,,,65633,97127,,0,0,,12,17
Cases,07/30/2022,65-79,269.2,188.7,237.7,1.4,1.1,,,,,,43834,45046,170818,118,85,406,65,79
